1	1
10	1199
100	416
1000	5
1002	5
10032	1
1004	10
1006	7
1008	6
1010	5
1012	9
1014	4
1016	7
1018	2
102	414
1020	8
1022	6
1024	5
1026	2
1028	5
1030	5
1032	3
1034	4
1036	5
1038	6
104	379
1040	4
1042	4
1044	4
1046	3
1048	6
1050	8
1052	5
1054	2
1056	5
1058	5
106	399
1060	5
1062	4
1064	4
1066	2
1068	1
1070	5
1072	4
1074	3
1076	10
1078	2
108	371
1080	1
1082	5
1084	3
1086	5
1088	2
1090	8
1092	3
1094	5
1096	4
1098	6
110	384
1102	8
1104	2
11046	1
1106	3
1108	2
1110	2
1112	6
1114	6
1116	6
1118	6
112	406
1120	4
1122	4
1124	5
1126	4
1128	5
1130	5
1132	7
1134	6
1136	3
1138	2
114	352
1140	3
1142	8
1144	5
1146	1
1148	4
1150	5
1152	4
1154	6
1156	6
1158	1
116	349
1160	2
1162	9
1164	2
1168	6
1170	1
1172	4
1176	4
1178	3
118	379
1180	3
1182	2
1184	4
1186	7
1188	4
1190	3
1192	8
1194	2
1196	4
1198	5
12	1104
120	365
1200	10
1202	3
1204	5
1206	3
1208	4
12084	1
1210	7
1212	5
1214	4
1218	8
122	335
1220	1
1222	6
1224	5
1226	5
1228	3
1230	1
1232	4
1234	2
1236	3
1238	6
124	355
1240	3
1242	4
1244	3
1246	5
1248	2
1250	5
1252	7
1254	5
1256	5
1258	4
126	320
1260	4
1262	1
1264	4
1266	5
1268	7
1270	1
1272	2
1274	4
1276	2
1278	4
128	322
1280	4
1282	3
1284	4
1286	2
1288	4
1290	6
1292	1
1294	2
1296	2
1298	1
130	332
1300	4
1302	1
1304	3
1306	2
1308	2
1310	4
1312	4
1314	3
1316	7
1318	4
132	319
1320	6
1322	2
1324	7
1326	3
1328	3
1330	1
1332	3
1334	2
1336	3
1338	2
134	308
1340	3
1342	4
1344	4
1346	6
1348	1
1350	1
1352	6
1354	3
1356	2
1358	5
136	303
1360	4
1362	2
1364	4
1366	1
1370	5
1372	7
1374	4
1376	4
1378	3
138	328
1380	4
1382	2
1384	2
1386	1
1388	4
1390	1
1392	3
1394	2
1396	3
1398	1
14	995
140	332
1400	1
1402	3
1404	2
1410	3
1412	1
1414	4
1416	4
1418	6
142	293
1420	2
1422	4
1424	1
1426	1
1428	1
1430	1
1432	5
1434	2
1438	3
144	297
1440	2
1442	4
1444	3
1446	1
1448	3
1450	1
1452	1
1454	3
1456	3
1458	5
146	276
1460	3
1464	3
1466	1
1468	2
1470	2
1474	3
1476	4
1478	1
148	286
1480	3
1482	5
1484	1
1486	1
1488	3
1490	1
1492	2
1494	4
1498	1
150	281
1500	1
1502	4
1504	1
1506	3
1508	1
1510	1
1512	1
1514	3
1516	1
1518	4
152	254
1520	1
1522	2
1524	1
1526	1
1528	1
1530	2
1532	1
1534	1
1538	1
154	287
1544	4
1546	5
1548	1
1552	2
1554	2
1556	1
156	256
1568	1
1572	1
1576	2
1578	1
158	271
1580	1
1584	2
1586	1
1588	2
1592	1
1596	3
1598	1
16	1017
160	275
1600	2
1602	3
1604	1
1606	3
1608	2
1614	4
1618	1
162	254
1620	1
1622	2
1626	2
1628	1
1630	1
1632	1
1636	1
1638	1
164	256
1642	1
1646	1
1650	1
1652	1
1654	1
1656	1
166	226
1660	1
1664	1
1666	2
1668	2
1670	2
1674	3
1678	2
168	220
1680	1
1682	2
1684	3
1686	2
1688	1
1690	3
1692	1
1698	1
170	245
1706	2
1708	1
1712	2
1714	1
1716	3
172	222
1720	3
1724	1
1726	2
1728	3
1730	1
1732	1
1734	1
174	229
1740	2
1742	2
1744	1
1746	2
1752	3
1758	1
176	236
1764	1
1768	2
1770	1
1776	1
178	242
1780	2
1782	1
1786	1
1792	1
1794	1
1796	2
18	971
180	236
1800	4
1802	1
1804	1
1806	3
1812	1
1814	2
18174	1
1818	1
182	231
1820	3
1822	2
1824	3
1826	1
1830	1
1838	2
184	220
1840	2
1842	1
1844	2
1848	2
1850	2
1856	1
186	203
1868	2
1870	1
1872	1
1876	1
1878	2
188	183
1880	1
1882	1
1890	1
1894	1
1896	3
1898	1
190	204
1904	1
1908	1
1910	2
