1	1
10	63357
100	10033
1000	135
1002	132
1004	129
1006	118
1008	120
1010	145
1012	117
1014	125
1016	124
1018	118
102	10005
1020	126
1022	111
1024	114
1026	112
1028	115
1030	122
1032	120
1034	108
1036	97
1038	110
104	9957
1040	119
1042	129
1044	104
1046	119
1048	114
1050	112
1052	117
1054	83
1056	105
1058	91
106	9899
1060	104
1062	97
1064	86
1066	103
1068	98
1070	99
1072	85
1074	103
1076	106
1078	106
108	9642
1080	97
1082	87
1084	91
1086	90
1088	95
1090	87
1092	81
1094	88
1096	95
1098	91
110	9578
1100	97
1102	93
1104	85
1106	69
1108	87
1110	84
1112	90
1114	97
1116	90
1118	87
112	9472
1120	73
1122	74
1124	81
1126	73
1128	67
1130	78
1132	88
1134	77
1136	66
1138	62
114	9497
1140	72
1142	79
1144	83
1146	79
1148	67
1150	101
1152	74
1154	73
1156	77
1158	65
116	9177
1160	69
1162	73
1164	74
1166	64
1168	60
1170	59
1172	71
1174	67
1176	73
1178	82
118	9084
1180	73
1182	61
1184	54
1186	66
1188	79
1190	64
1192	52
1194	47
1196	73
1198	54
12	53661
120	9002
1200	59
1202	68
1204	68
1206	53
1208	49
1210	63
1212	52
1214	60
1216	68
1218	47
122	8933
1220	54
1222	67
1224	56
1226	51
1228	55
1230	53
1232	53
1234	59
1236	51
1238	53
124	8767
1240	48
1242	56
1244	50
1246	49
1248	55
1250	53
1252	41
1254	61
1256	62
1258	58
126	8713
1260	43
1262	51
1264	42
1266	52
1268	43
1270	40
1272	52
1274	47
1276	52
1278	54
128	8624
1280	36
1282	42
1284	56
1286	33
1288	48
1290	45
1292	58
1294	35
1296	35
1298	46
130	8458
1300	43
1302	39
1304	37
1306	46
1308	38
1310	42
1312	42
1314	43
1316	37
1318	43
132	8402
1320	36
1322	44
1324	33
1326	30
1328	40
1330	33
1332	39
1334	32
1336	27
1338	41
134	8118
1340	32
1342	41
1344	42
1346	40
1348	26
1350	37
1352	43
1354	37
1356	34
1358	29
136	7981
1360	41
1362	30
1364	36
1366	33
1368	37
1370	35
1372	36
1374	33
1376	38
1378	29
138	7992
1380	43
1382	37
1384	40
1386	35
1388	34
1390	32
1392	26
1394	34
1396	30
1398	32
14	47315
140	7867
1400	28
1402	31
1404	36
1406	29
1408	30
1410	29
1412	26
1414	24
1416	19
1418	26
142	7792
1420	34
1422	30
1424	31
1426	17
1428	29
1430	36
1432	19
1434	32
1436	21
1438	27
144	7700
1440	27
1442	27
1444	28
1446	26
1448	28
1450	19
1452	22
1454	27
1456	27
1458	22
146	7748
1460	31
1462	23
1464	26
1466	16
1468	35
1470	27
1472	23
1474	30
1476	21
1478	24
148	7512
1480	20
1482	32
1484	28
1486	20
1488	21
1490	25
1492	20
1494	28
1496	28
1498	19
150	7375
1500	20
1502	31
1504	26
1506	17
1508	21
1510	20
1512	26
1514	25
1516	20
1518	19
152	7395
1520	36
1522	22
1524	19
1526	21
1528	16
1530	23
1532	20
1534	19
1536	21
1538	22
154	7261
1540	15
1542	16
1544	15
1546	23
1548	25
1550	18
1552	15
1554	19
1556	16
1558	22
156	7156
1560	21
1562	20
1564	25
1566	16
1568	22
1570	12
1572	21
1574	30
1576	24
1578	17
158	6949
1580	20
1582	14
1584	19
1586	30
1588	13
1590	15
1592	12
1594	30
1596	21
1598	20
16	42116
160	6933
1600	16
1602	30
1604	13
1606	26
1608	25
1610	22
1612	28
1614	16
1616	18
1618	13
162	6916
1620	16
1622	23
1624	18
1626	10
1628	21
1630	17
1632	16
1634	21
1636	15
1638	22
164	6825
1640	24
1642	17
1644	17
1646	17
1648	15
1650	23
1652	17
1654	23
1656	12
1658	20
166	6775
1660	19
1662	22
1664	18
1666	20
1668	14
1670	17
1672	22
1674	19
1676	13
1678	9
168	6592
1680	17
1682	11
1684	15
1686	12
1688	7
1690	17
1692	12
1694	12
1696	12
1698	16
170	6562
1700	14
1702	19
1704	17
1706	15
1708	13
1710	13
1712	12
1714	12
1716	12
1718	9
172	6465
1720	18
1722	18
1724	14
1726	16
1728	16
1730	17
1732	11
1734	13
1736	10
1738	14
174	6414
1740	13
1742	18
1744	19
1746	19
1748	22
1750	13
1752	6
1754	14
1756	18
1758	22
176	6270
1760	10
1762	16
1764	5
1766	10
1768	9
1770	11
1772	14
1774	8
1776	15
1778	10
178	6240
1780	12
1782	11
1784	15
1786	11
1788	12
1790	13
1792	13
1794	11
1796	15
1798	13
18	37993
180	6162
1800	6
1802	9
1804	13
1806	11
1808	8
1810	13
1812	9
1814	12
1816	15
1818	11
182	6051
1820	7
1822	15
1824	12
1826	11
1828	11
1830	7
1832	10
1834	13
1836	11
1838	14
184	5952
1840	9
1842	7
1844	14
1846	7
1848	13
1850	13
1852	11
1854	5
1856	14
1858	8
186	5958
1860	8
1862	5
1864	6
1866	12
1868	5
1870	14
1872	6
1874	9
1876	7
1878	15
188	5841
1880	10
1882	7
1884	15
1886	8
1888	6
1890	13
1892	12
1894	5
1896	9
1898	17
190	5731
1900	10
1902	6
1904	6
1906	10
1908	8
1910	4
1912	16
1914	9
1916	6
1918	15
192	5656
1920	12
1922	8
1924	8
1926	6
1928	7
1930	6
1932	17
1934	9
1936	13
1938	12
194	5588
1940	8
1942	6
1944	11
1946	5
1948	10
1950	8
1952	9
1954	8
1956	7
1958	10
196	5579
1960	8
1962	8
1964	8
1966	12
1968	7
1970	14
1972	4
1974	8
1976	10
1978	9
198	5305
1980	8
1982	8
1984	8
1986	11
1988	5
1990	14
1992	11
1994	7
1996	4
1998	7
2	207784
20	34564
200	5231
2000	7
2002	8
2004	10
2006	7
2008	10
2010	11
2012	9
2014	9
2016	12
2018	6
202	5349
2020	15
2022	5
2024	8
2026	12
2028	16
2030	10
2032	11
2034	7
2036	10
2038	7
204	5204
2040	2
2042	9
2044	10
2046	10
2048	6
2050	9
2052	6
2054	9
2056	8
2058	6
206	5280
2060	6
2062	6
2064	8
2066	5
2068	8
2070	4
2072	4
2074	6
2076	6
2078	5
208	5099
2080	7
2082	9
2084	9
2086	5
2088	3
2090	7
2092	5
2094	3
2096	8
2098	9
210	5142
2100	4
2102	5
2104	7
2106	3
2108	4
2110	6
2112	8
2114	7
2116	9
2118	2
212	5015
2120	9
2122	6
2124	7
2126	6
2128	8
2130	5
2132	8
2134	5
2136	1
2138	10
214	5029
2140	8
2142	6
2144	5
2146	9
2148	4
2150	10
2152	8
2154	2
2156	7
2158	3
216	4922
2160	3
2162	10
2164	6
2166	10
2168	9
2170	6
2172	2
2174	4
2176	4
2178	3
218	4957
2180	5
2182	9
2184	7
2186	8
2188	3
2190	3
2192	4
2194	4
2196	2
2198	9
22	31842
220	4795
2200	9
2202	2
2204	5
2206	5
2208	7
2210	2
2212	5
2214	8
2216	4
2218	7
222	4716
2220	3
2222	1
2224	6
2226	3
2228	6
2230	8
2232	5
2234	2
2236	12
2238	4
224	4735
2240	5
2242	10
2244	1
2246	9
2248	6
2250	4
2252	9
2254	6
2256	4
2258	3
226	4592
2260	7
2262	3
2264	10
2266	4
2268	4
2270	3
2272	3
2274	5
2276	2
2278	5
228	4542
2280	7
2282	10
2284	1
2286	6
2288	4
2290	5
2292	6
2294	4
2296	3
2298	4
230	4493
2300	4
2302	3
2304	5
2306	1
2308	4
2310	7
2312	7
2314	5
2316	6
2318	3
232	4474
2320	4
2322	5
2324	6
2326	5
2328	9
2330	5
2332	6
2334	5
2336	4
2338	6
234	4581
2340	7
2342	2
2344	5
2346	4
2348	8
2350	2
2352	4
2354	6
2356	3
2358	5
236	4304
2360	3
2362	6
2364	4
2366	8
2368	9
2370	5
2372	7
2374	5
2376	1
2378	7
238	4352
2380	3
2382	4
2384	4
2386	4
2388	2
2390	8
2392	6
2394	4
2396	4
2398	3
24	29706
240	4286
2400	1
2402	5
2404	7
2406	5
2408	3
2410	4
2412	5
2414	2
2416	4
2418	7
242	4116
2420	4
2422	4
2424	4
2428	9
2430	9
2432	7
2434	3
2436	3
2438	2
244	3963
2440	8
2442	3
2444	6
2446	3
2448	4
2450	5
2452	3
2456	3
2458	3
246	4084
2460	5
2462	3
2464	3
2466	3
2468	3
2470	2
2472	4
2474	3
2476	4
2478	1
248	4066
2480	9
2482	4
2484	2
2486	4
2488	5
2490	4
2494	4
2496	3
2498	3
250	3951
2500	2
2502	4
2504	7
2506	6
2508	4
2510	3
2512	3
2514	1
2516	1
2518	2
252	4043
2520	3
2522	3
2524	4
2526	5
2528	2
2530	3
2532	4
2534	3
2536	1
2538	4
254	3818
2540	2
2542	5
2544	3
2546	1
2548	1
2550	4
2552	1
2554	2
2556	2
2558	2
256	3962
2560	2
2562	5
2564	1
2566	5
2568	4
2570	3
2572	5
2574	2
2576	4
2578	3
258	3815
2580	5
2582	2
2584	1
2586	3
2588	1
2590	5
2592	2
2594	4
2596	3
2598	6
26	27456
260	3701
2600	5
2602	4
2604	5
2606	2
2608	2
2610	3
2612	2
2614	4
2618	4
262	3688
2620	6
2622	2
2624	3
2626	4
2628	3
2630	2
2632	3
2634	2
2636	3
2638	5
264	3702
2640	2
2642	2
2644	2
2646	7
2650	3
2652	1
2654	3
2656	5
2658	3
266	3683
2660	2
2662	2
2664	4
2666	3
2668	2
2670	2
2672	3
2676	1
2678	4
268	3607
2680	1
2682	2
2684	3
2686	1
2688	3
2690	8
2692	3
2694	5
2696	4
270	3486
2700	3
2702	7
2704	3
2706	3
2708	4
2710	6
2712	4
2714	2
2716	4
2718	2
272	3512
2720	3
2722	4
2724	2
2726	4
2728	5
2730	3
2732	4
2736	2
2738	3
274	3319
2740	6
2742	5
2744	2
2746	5
2748	1
2750	4
2752	4
2754	1
2756	3
2758	8
276	3436
2760	2
2762	1
2764	5
2766	3
2768	2
2770	3
2772	4
2774	1
2778	8
278	3402
2780	4
2782	4
2784	2
2788	3
2790	4
2792	1
2794	4
2796	3
2798	2
28	25868
280	3383
2800	3
2802	1
2804	4
2806	2
2808	4
2810	3
2812	7
2814	5
2816	6
2818	1
282	3306
2820	2
2822	3
2830	3
2832	2
2834	3
2836	1
284	3332
2840	2
2844	4
2846	3
2848	2
2850	2
2852	2
2854	1
2856	4
2858	5
286	3215
2860	2
2862	3
2864	1
2866	4
2868	3
2870	6
2874	3
2876	2
2878	4
288	3182
2880	3
2882	5
2884	3
2886	5
2888	1
2890	3
2892	4
2894	5
2896	3
2898	3
290	3208
2900	2
2902	2
2904	4
2906	5
2908	2
2910	9
2912	3
2914	2
2916	1
2918	2
292	3022
2920	5
2922	4
2924	3
2928	1
2930	2
2932	1
2934	1
2936	2
2938	2
294	3022
2940	2
2942	4
2944	3
2946	3
2948	2
2950	4
2952	5
2954	3
2958	2
296	3069
2960	3
2962	4
2964	2
2966	3
2968	1
2970	4
2972	1
2974	2
2976	4
2978	3
298	3046
2980	4
2986	1
2988	2
2990	2
2992	2
2994	2
2996	7
30	24311
300	2980
3000	3
3004	1
3008	4
3010	1
3012	5
3014	2
3016	1
3018	3
302	2923
3020	3
3022	1
3024	6
3026	4
3028	2
3030	5
3032	1
3034	2
3036	1
3038	4
304	2948
3040	1
3042	1
3044	1
3048	4
3050	1
3052	3
3054	3
3056	3
3058	3
306	3000
3060	6
3064	2
3066	4
3068	1
3070	2
3072	3
3074	4
3076	1
3078	2
308	2912
3080	1
3082	5
3084	2
3086	4
3088	1
3090	4
3092	2
3094	2
3096	4
3098	2
310	2824
3100	1
3102	3
3104	5
3108	1
3112	1
3114	4
3116	2
3118	2
312	2794
3120	1
3124	3
3126	2
3128	2
3130	5
3132	4
3134	2
314	2807
3140	3
3142	3
3144	4
3146	1
3148	1
3150	1
3152	5
3156	2
3158	3
316	2743
3160	1
3162	1
3164	1
3166	2
3168	2
3170	4
3172	3
3174	1
3176	1
3178	1
318	2804
3180	2
3182	2
3184	1
3186	1
3192	4
3194	1
3196	1
3198	1
32	23106
320	2714
3200	6
3204	4
3208	2
3210	1
3212	1
3216	2
3218	4
322	2626
3220	4
3224	2
3226	2
3228	3
3230	5
3232	3
3234	1
3236	1
3238	4
324	2580
3240	2
3242	1
3244	3
3246	1
3248	1
3250	1
3252	1
3254	2
3258	2
326	2560
3260	2
3262	3
3264	3
3266	1
3268	3
3272	1
3274	2
328	2587
3280	4
3286	2
3288	3
3290	4
3294	1
3296	2
3298	1
330	2559
3300	1
3306	1
3308	3
3312	2
3316	1
3318	1
332	2556
3320	1
3322	1
3326	2
3328	1
3330	1
3332	1
3334	2
3338	1
334	2518
3340	3
3342	3
3344	2
3346	1
3348	1
3350	3
3356	1
3358	2
336	2466
3360	1
3362	1
3364	2
3370	2
3372	1
3374	1
338	2382
